Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,,14858.118000000031,0,0,0,160473.23199999979,175331.5,0,0,2377.75
