Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::index_select,,,2.603,7.065,0,7.6,0,0
empty_tensor,,,1.16,1.16,0,0,0,0
aclnnIndexSelect,,,3.302,3.302,7.6,7.6,0,0
aten::view,,,0.627,0.627,0,0,0,0
aten::repeat,,,2.362,4.453,0,5.3805,0,0
empty_tensor,,,0.824,0.824,0,0,0,0
aclnnRepeat,,,1.267,1.267,5.3805,5.3805,0,0
aten::chunk,,,0.418,3.953,0,0,0,0
aten::split,,,0.466,3.535,0,0,0,0
aten::narrow,,,0.446,1.647,0,0,0,0
aten::slice,,,0.471,1.201,0,0,0,0
aten::as_strided,,,0.73,0.73,0,0,0,0
aten::narrow,,,0.356,1.422,0,0,0,0
aten::slice,,,0.678,1.066,0,0,0,0
aten::as_strided,,,0.388,0.388,0,0,0,0
aten::slice,,,0.604,1.102,0,0,0,0
aten::as_strided,,,0.498,0.498,0,0,0,0
aten::view,,,0.544,0.544,0,0,0,0
aten::expand,,,0.345,2.146,0,0,0,0
aten::as_strided,,,1.801,1.801,0,0,0,0
aten::copy_,,,2.284,4.94,0,2.2805,0,0
aclnnInplaceCopy,,,2.656,2.656,2.2805,2.2805,0,0
aten::slice,,,0.521,0.8,0,0,0,0
aten::as_strided,,,0.279,0.279,0,0,0,0
aten::slice,,,0.6,0.861,0,0,0,0
aten::as_strided,,,0.261,0.261,0,0,0,0
aten::to,,,0.65,22.105,0,1.28,0,0
aten::_to_copy,,,2.274,21.455,0,1.28,0,0
aten::empty,,,1.395,4.972,0,0,0,0
empty_tensor,,,3.577,3.577,0,0,0,0
aten::copy_,,,10.369,14.209,0,1.28,0,0
aclnnInplaceCopy,,,3.84,3.84,1.28,1.28,0,0
aten::embedding,,,5.959,11.915,0,10.3405,0,0
empty_tensor,,,1.605,1.605,0,0,0,0
aclnnEmbedding,,,4.351,4.351,10.3405,10.3405,0,0
vllm::maybe_pad_and_reduce,,,15.44,15.44,0,0,0,0
npu::npu_rms_norm,,,42.078,48.76,0,20.3605,0,0
empty_tensor,,,1.938,1.938,0,0,0,0
empty_tensor,,,1.395,1.395,0,0,0,0
aclnnRmsNorm,,,3.349,3.349,20.3605,20.3605,0,0
vllm::unquantized_gemm,,,13.383,39.969,0,10.0205,0,8.9605
aten::linear,,,3.426,26.586,0,10.0205,0,8.9605
aten::t,,,3.131,8.452,0,0,0,0
aten::transpose,,,2.435,5.321,0,0,0,0
aten::as_strided,,,2.886,2.886,0,0,0,0
aten::addmm,,,9.602,14.708,0,10.0205,0,8.9605
empty_tensor,,,1.524,1.524,0,0,0,0
aclnnAddmm,,,3.582,3.582,10.0205,10.0205,8.9605,8.9605
aten::split_with_sizes,,,2.052,3.408,0,0,0,0
aten::as_strided,,,0.728,0.728,0,0,0,0
aten::as_strided,,,0.305,0.305,0,0,0,0
aten::as_strided,,,0.323,0.323,0,0,0,0
vllm::npu_rotary_embedding,,,232.613,272.992,0,17.9605,0,0
aten::view,,,1.364,1.364,0,0,0,0
aten::view,,,0.843,0.843,0,0,0,0
aten::contiguous,,,3.175,12.803,0,2.12,0,0
aten::clone,,,1.64,9.628,0,2.12,0,0
empty_tensor,,,1.657,1.657,0,0,0,0
aten::copy_,,,3.003,6.331,0,2.12,0,0
aclnnInplaceCopy,,,3.328,3.328,2.12,2.12,0,0
aten::contiguous,,,0.668,16.805,0,2.48,0,0
aten::clone,,,0.635,16.137,0,2.48,0,0
empty_tensor,,,1.053,1.053,0,0,0,0
aten::copy_,,,2.157,14.449,0,2.48,0,0
aclnnInplaceCopy,,,12.292,12.292,2.48,2.48,0,0
_triton_rope,,,6.792,6.792,13.3605,13.3605,0,0
aten::view,,,1.119,1.119,0,0,0,0
aten::view,,,0.653,0.653,0,0,0,0
aten::empty,,,0.699,2.319,0,0,0,0
empty_tensor,,,1.62,1.62,0,0,0,0
aten::view,,,0.667,0.667,0,0,0,0
aten::view,,,0.502,0.502,0,0,0,0
aten::view,,,0.688,0.688,0,0,0,0
aten::view,,,0.766,0.766,0,0,0,0
vllm::unified_attention_with_output,,,211.525,1042.919,0,45.523,0,0
P12/A/0004/attention,,,304.093,831.394,0,45.523,0,0
aten::slice,,,1.404,2.664,0,0,0,0
aten::as_strided,,,1.26,1.26,0,0,0,0
aten::slice,,,0.58,2.92,0,0,0,0
aten::as_strided,,,2.34,2.34,0,0,0,0
aten::slice,,,2.467,3.305,0,0,0,0
aten::as_strided,,,0.838,0.838,0,0,0,0
P12/A/0005/cache_write,,,110.533,161.082,0,12.921,0,0
atb::_npu_reshape_and_cache,,,30.253,50.549,0,12.921,0,0
aten::contiguous,,,1.067,16.76,0,2.5605,0,0
aten::clone,,,1.755,15.693,0,2.5605,0,0
empty_tensor,,,3.674,3.674,0,0,0,0
aten::copy_,,,5.723,10.264,0,2.5605,0,0
aclnnInplaceCopy,,,4.541,4.541,2.5605,2.5605,0,0
ReshapeCacheOperation,,,3.536,3.536,10.3605,10.3605,0,0
P12/A/0006/fia,,,210.305,341.259,0,32.602,0,0
aten::slice,,,0.964,2.026,0,0,0,0
aten::as_strided,,,1.062,1.062,0,0,0,0
aten::slice,,,0.458,1.007,0,0,0,0
aten::as_strided,,,0.549,0.549,0,0,0,0
aten::slice,,,0.3,0.751,0,0,0,0
aten::as_strided,,,0.451,0.451,0,0,0,0
npu::npu_fused_infer_attention_score,,,98.848,108.798,0,31.582,0,0
empty_tensor,,,2.798,2.798,0,0,0,0
empty_tensor,,,1.144,1.144,0,0,0,0
empty_tensor,,,0.951,0.951,0,0,0,0
empty_tensor,,,0.657,0.657,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,4.4,4.4,31.582,31.582,0,0
aten::view,,,1.414,1.414,0,0,0,0
aten::slice,,,0.458,1.345,0,0,0,0
aten::as_strided,,,0.887,0.887,0,0,0,0
aten::copy_,,,14.06,15.613,0,1.02,0,0
aclnnInplaceCopy,,,1.553,1.553,1.02,1.02,0,0
aten::slice,,,0.506,1.11,0,0,0,0
aten::as_strided,,,0.604,0.604,0,0,0,0
aten::copy_,,,11.332,14.961,0,0,0,0
aclnnInplaceCopy,,,3.629,3.629,0,0,0,0
aten::view,,,1.112,1.112,0,0,0,0
vllm::unquantized_gemm,,,8.383,34.882,0,8.02,0,8.02
aten::linear,,,2.663,26.499,0,8.02,0,8.02
aten::t,,,2.74,5.162,0,0,0,0
aten::transpose,,,1.355,2.422,0,0,0,0
aten::as_strided,,,1.067,1.067,0,0,0,0
aten::matmul,,,9.334,18.674,0,8.02,0,8.02
empty_tensor,,,2.651,2.651,0,0,0,0
aclnnMatmul,,,6.689,6.689,8.02,8.02,8.02,8.02
vllm::maybe_chunk_residual,,,6.766,6.766,0,0,0,0
_C_ascend::npu_add_rms_norm_bias,,,25.435,37.268,0,15.7605,0,0
aten::empty,,,0.957,2.748,0,0,0,0
empty_tensor,,,1.791,1.791,0,0,0,0
aten::empty,,,0.241,1.455,0,0,0,0
empty_tensor,,,1.214,1.214,0,0,0,0
aten::empty,,,0.369,1.446,0,0,0,0
