Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::index_select,,,3.003,5.108,0,7.5,0,0
empty_tensor,,,1.105,1.105,0,0,0,0
aclnnIndexSelect,,,1.0,1.0,7.5,7.5,0,0
aten::view,,,0.643,0.643,0,0,0,0
aten::repeat,,,1.736,3.542,0,4.52,0,0
empty_tensor,,,0.881,0.881,0,0,0,0
aclnnRepeat,,,0.925,0.925,4.52,4.52,0,0
aten::chunk,,,0.392,4.628,0,0,0,0
aten::split,,,0.477,4.236,0,0,0,0
aten::narrow,,,0.37,2.691,0,0,0,0
aten::slice,,,1.676,2.321,0,0,0,0
aten::as_strided,,,0.645,0.645,0,0,0,0
aten::narrow,,,0.399,1.068,0,0,0,0
aten::slice,,,0.235,0.669,0,0,0,0
aten::as_strided,,,0.434,0.434,0,0,0,0
aten::slice,,,0.655,1.162,0,0,0,0
aten::as_strided,,,0.507,0.507,0,0,0,0
aten::view,,,0.362,0.362,0,0,0,0
aten::expand,,,0.289,0.692,0,0,0,0
aten::as_strided,,,0.403,0.403,0,0,0,0
aten::copy_,,,3.492,702.228,0,2.64,0,0
aclnnInplaceCopy,,,698.736,698.736,2.64,2.64,0,0
aten::slice,,,0.532,0.926,0,0,0,0
aten::as_strided,,,0.394,0.394,0,0,0,0
aten::slice,,,0.507,0.933,0,0,0,0
aten::as_strided,,,0.426,0.426,0,0,0,0
P12/A/0004/acl_dispatch,,,257.398,932.65,0,58.3615,0,13.0605
npu_fx_compiler inference,,,225.624,675.252,0,58.3615,0,13.0605
aten::_to_copy,,,5.101,23.272,0,1.1,0,0
aten::empty,,,1.946,7.834,0,0,0,0
empty_tensor,,,5.888,5.888,0,0,0,0
aten::copy_,,,6.567,10.337,0,1.1,0,0
aclnnInplaceCopy,,,3.77,3.77,1.1,1.1,0,0
aten::embedding,,,6.094,11.191,0,9.02,0,0
empty_tensor,,,2.746,2.746,0,0,0,0
aclnnEmbedding,,,2.351,2.351,9.02,9.02,0,0
vllm::maybe_pad_and_reduce,,,16.22,16.22,0,0,0,0
npu::npu_rms_norm,,,42.893,48.901,0,16.6405,0,0
empty_tensor,,,2.355,2.355,0,0,0,0
empty_tensor,,,1.283,1.283,0,0,0,0
aclnnRmsNorm,,,2.37,2.37,16.6405,16.6405,0,0
vllm::unquantized_gemm,,,16.286,45.826,0,14.3205,0,13.0605
aten::linear,,,3.626,29.54,0,14.3205,0,13.0605
aten::t,,,3.4,7.815,0,0,0,0
aten::transpose,,,2.431,4.415,0,0,0,0
aten::as_strided,,,1.984,1.984,0,0,0,0
aten::addmm,,,9.208,18.099,0,14.3205,0,13.0605
empty_tensor,,,1.964,1.964,0,0,0,0
aclnnAddmm,,,6.927,6.927,14.3205,14.3205,13.0605,13.0605
aten::split_with_sizes,,,4.529,5.987,0,0,0,0
aten::as_strided,,,0.872,0.872,0,0,0,0
aten::as_strided,,,0.376,0.376,0,0,0,0
aten::as_strided,,,0.21,0.21,0,0,0,0
vllm::npu_rotary_embedding,,,251.069,281.642,0,17.2805,0,0
aten::view,,,1.045,1.045,0,0,0,0
aten::view,,,0.58,0.58,0,0,0,0
aten::contiguous,,,4.15,13.549,0,2.08,0,0
aten::clone,,,1.964,9.399,0,2.08,0,0
empty_tensor,,,1.561,1.561,0,0,0,0
aten::copy_,,,2.981,5.874,0,2.08,0,0
aclnnInplaceCopy,,,2.893,2.893,2.08,2.08,0,0
aten::contiguous,,,0.311,4.568,0,2.38,0,0
aten::clone,,,0.504,4.257,0,2.38,0,0
empty_tensor,,,1.175,1.175,0,0,0,0
aten::copy_,,,1.585,2.578,0,2.38,0,0
aclnnInplaceCopy,,,0.993,0.993,2.38,2.38,0,0
_triton_rope,,,8.686,8.686,12.8205,12.8205,0,0
aten::view,,,1.449,1.449,0,0,0,0
aten::view,,,0.696,0.696,0,0,0,0
aten::empty,,,1.95,4.121,0,0,0,0
empty_tensor,,,2.171,2.171,0,0,0,0
aten::reshape,,,1.51,2.053,0,0,0,0
aten::view,,,0.543,0.543,0,0,0,0
aten::reshape,,,0.512,1.097,0,0,0,0
aten::view,,,0.585,0.585,0,0,0,0
aten::reshape,,,0.519,0.906,0,0,0,0
aten::view,,,0.387,0.387,0,0,0,0
aten::reshape,,,5.636,8.412,0,0,0,0
aten::_reshape_alias,,,2.276,2.776,0,0,0,0
aten::view,,,0.5,0.5,0,0,0,0
vllm::unified_attention_with_output,,,184.194,976.924,0,47.062,0,0
P12/A/0005/attention,,,291.455,792.73,0,47.062,0,0
aten::slice,,,1.608,3.358,0,0,0,0
aten::as_strided,,,1.75,1.75,0,0,0,0
aten::slice,,,0.36,1.246,0,0,0,0
aten::as_strided,,,0.886,0.886,0,0,0,0
aten::slice,,,2.783,3.664,0,0,0,0
aten::as_strided,,,0.881,0.881,0,0,0,0
P12/A/0006/cache_write,,,102.328,149.153,0,12.160499999999999,0,0
atb::_npu_reshape_and_cache,,,28.139,46.825,0,12.160499999999999,0,0
aten::contiguous,,,0.923,16.191,0,2.46,0,0
aten::clone,,,1.604,15.268,0,2.46,0,0
empty_tensor,,,3.769,3.769,0,0,0,0
aten::copy_,,,5.666,9.895,0,2.46,0,0
aclnnInplaceCopy,,,4.229,4.229,2.46,2.46,0,0
ReshapeCacheOperation,,,2.495,2.495,9.7005,9.7005,0,0
P12/A/0007/fia,,,203.473,330.595,0,34.9015,0,0
aten::slice,,,1.131,2.378,0,0,0,0
aten::as_strided,,,1.247,1.247,0,0,0,0
aten::slice,,,0.561,1.041,0,0,0,0
aten::as_strided,,,0.48,0.48,0,0,0,0
aten::slice,,,0.248,0.937,0,0,0,0
aten::as_strided,,,0.689,0.689,0,0,0,0
npu::npu_fused_infer_attention_score,,,97.951,107.179,0,33.8815,0,0
empty_tensor,,,2.945,2.945,0,0,0,0
empty_tensor,,,1.142,1.142,0,0,0,0
empty_tensor,,,0.714,0.714,0,0,0,0
empty_tensor,,,1.041,1.041,0,0,0,0
aclnnFusedInferAttentionScoreV3,,,3.386,3.386,33.8815,33.8815,0,0
aten::view,,,1.41,1.41,0,0,0,0
aten::slice,,,0.563,1.32,0,0,0,0
aten::as_strided,,,0.757,0.757,0,0,0,0
aten::copy_,,,11.933,12.857,0,1.02,0,0
aclnnInplaceCopy,,,0.924,0.924,1.02,1.02,0,0
aten::slice,,,0.657,1.41,0,0,0,0
aten::as_strided,,,0.753,0.753,0,0,0,0
aten::copy_,,,9.118,11.849,0,0,0,0
aclnnInplaceCopy,,,2.731,2.731,0,0,0,0
P12/A/0008/acl_dispatch,,,194.638,850.783,0,128.506,0,62.782500000000006
npu_fx_compiler inference,,,222.775,656.145,0,128.506,0,62.782500000000006
aten::reshape,,,2.038,3.252,0,0,0,0
aten::view,,,1.214,1.214,0,0,0,0
vllm::unquantized_gemm,,,8.317,31.388,0,7.54,0,7.54
aten::linear,,,2.418,23.071,0,7.54,0,7.54
aten::t,,,2.794,5.087,0,0,0,0
aten::transpose,,,1.184,2.293,0,0,0,0
aten::as_strided,,,1.109,1.109,0,0,0,0
aten::matmul,,,8.975,15.566,0,7.54,0,7.54
empty_tensor,,,3.548,3.548,0,0,0,0
aclnnMatmul,,,3.043,3.043,7.54,7.54,7.54,7.54
vllm::maybe_chunk_residual,,,6.169,6.169,0,0,0,0
_C_ascend::npu_add_rms_norm_bias,,,31.243,48.644,0,17.981,0,0
aten::empty,,,1.15,3.399,0,0,0,0
empty_tensor,,,2.249,2.249,0,0,0,0
aten::empty,,,0.495,1.447,0,0,0,0
empty_tensor,,,0.952,0.952,0,0,0,0
aten::empty,,,0.252,1.319,0,0,0,0
empty_tensor,,,1.067,1.067,0,0,0,0
aten::empty,,,0.487,2.857,0,0,0,0
empty_tensor,,,2.37,2.37,0,0,0,0
aclnnAddRmsNormBias,,,8.379,8.379,17.981,17.981,0,0
vllm::unquantized_gemm,,,3.996,14.927,0,23.661,0,23.661
aten::linear,,,0.933,10.931,0,23.661,0,23.661
aten::t,,,1.163,2.576,0,0,0,0
aten::transpose,,,0.633,1.413,0,0,0,0
aten::as_strided,,,0.78,0.78,0,0,0,0
aten::matmul,,,3.078,7.422,0,23.661,0,23.661
empty_tensor,,,1.47,1.47,0,0,0,0
aclnnMatmul,,,2.874,2.874,23.661,23.661,23.661,23.661
npu::npu_swiglu,,,13.83,19.158,0,15.801,0,0
empty_tensor,,,1.529,1.529,0,0,0,0
aclnnSwiGlu,,,3.799,3.799,15.801,15.801,0,0
vllm::unquantized_gemm,,,3.408,11.622,0,22.321,0,22.321
aten::linear,,,0.588,8.214,0,22.321,0,22.321
aten::t,,,0.686,1.623,0,0,0,0
aten::transpose,,,0.319,0.937,0,0,0,0
aten::as_strided,,,0.618,0.618,0,0,0,0
aten::matmul,,,2.301,6.003,0,22.321,0,22.321
empty_tensor,,,1.209,1.209,0,0,0,0
aclnnMatmul,,,2.493,2.493,22.321,22.321,22.321,22.321
vllm::maybe_chunk_residual,,,4.05,4.05,0,0,0,0
_C_ascend::npu_add_rms_norm_bias,,,8.003,16.715,0,13.9005,0,0
aten::empty,,,0.423,1.817,0,0,0,0
empty_tensor,,,1.394,1.394,0,0,0,0
aten::empty,,,0.216,1.119,0,0,0,0
empty_tensor,,,0.903,0.903,0,0,0,0
aten::empty,,,0.249,1.396,0,0,0,0
empty_tensor,,,1.147,1.147,0,0,0,0
