Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,,15642.044000000005,0,0,0,142797.36999999938,158439.25,0,0,2626.75
