Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,MatMulV3,AI_CORE,36,23025.942,421.637,639.609,1648.126,53.141
0,Mul,AI_VECTOR_CORE,36,17488.619,397.616,485.794,563.703,40.361
0,Equal,AI_VECTOR_CORE,12,2288.972,20.181,190.747,351.235,5.283
0,ReduceAll,MIX_AIV,12,526.76,30.142,43.896,57.782,1.216
