Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
P16/03-parallel/mm-05,,,13.367,19.794,0,421.637,0,421.637
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.918,6.427,0,421.637,0,421.637
aclnnMm,,,2.509,2.509,421.637,421.637,421.637,421.637
P16/03-parallel/mul-05,,,12.648,18.004,0,561.202,0,0
aten::mul,"67108864;
;
67108864",,2.715,5.356,0,561.202,0,0
aten::item,,,0.235,0.431,0,0,0,0
aten::_local_scalar_dense,,,0.196,0.196,0,0,0,0
aclnnMuls,,,2.21,2.21,561.202,561.202,0,0
P16/03-parallel/record-A,,,14.678,41.358,0,0.02,0,0
Event::record,,,21.072,26.68,0,0.02,0,0
record_event,,,5.608,5.608,0.02,0.02,0,0
P16/03-parallel/record-B,,,15.431,29.316,0,0.02,0,0
Event::record,,,11.136,13.885,0,0.02,0,0
record_event,,,2.749,2.749,0.02,0.02,0,0
