Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::item,,,0.399,0.515,0,0,0,0
aten::_local_scalar_dense,,,0.116,0.116,0,0,0,0
aclnnMuls,,,1.811,1.811,554.982,554.982,0,0
P16Sync/trace-final_only/r0/compute-mm-03,,,16.515,24.638,0,1674.507,0,1674.507
aten::mm,"4096,4096;
4096,4096;
4096,4096",,4.131,8.123,0,1674.507,0,1674.507
aclnnMm,,,3.992,3.992,1674.507,1674.507,1674.507,1674.507
P16Sync/trace-final_only/r0/compute-mul-03,,,11.708,17.387,0,560.202,0,0
aten::mul,"67108864;
;
67108864",,2.558,5.679,0,560.202,0,0
aten::item,,,0.334,1.129,0,0,0,0
aten::_local_scalar_dense,,,0.795,0.795,0,0,0,0
aclnnMuls,,,1.992,1.992,560.202,560.202,0,0
P16Sync/trace-final_only/r0/compute-mm-04,,,11.319,18.783,0,1600.704,0,1600.704
aten::mm,"4096,4096;
4096,4096;
4096,4096",,4.505,7.464,0,1600.704,0,1600.704
aclnnMm,,,2.959,2.959,1600.704,1600.704,1600.704,1600.704
P16Sync/trace-final_only/r0/compute-mul-04,,,11.33,16.613,0,565.223,0,0
aten::mul,"67108864;
;
67108864",,2.455,5.283,0,565.223,0,0
aten::item,,,0.464,0.784,0,0,0,0
aten::_local_scalar_dense,,,0.32,0.32,0,0,0,0
aclnnMuls,,,2.044,2.044,565.223,565.223,0,0
P16Sync/trace-final_only/r0/compute-mm-05,,,11.143,17.175,0,1687.768,0,1687.768
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.777,6.032,0,1687.768,0,1687.768
aclnnMm,,,2.255,2.255,1687.768,1687.768,1687.768,1687.768
P16Sync/trace-final_only/r0/compute-mul-05,,,11.293,16.276,0,541.041,0,0
aten::mul,"67108864;
;
67108864",,2.328,4.983,0,541.041,0,0
aten::item,,,0.274,0.537,0,0,0,0
aten::_local_scalar_dense,,,0.263,0.263,0,0,0,0
aclnnMuls,,,2.118,2.118,541.041,541.041,0,0
P16Sync/trace-final_only/r0/copy-mm,,,19.156,38.429,0,3.26,0,0
aten::view,"4096,4096;
",,3.33,3.33,0,0,0,0
aten::slice,"16777216;
;
;
;
",,5.31,6.446,0,0,0,0
aten::as_strided,"16777216;
;
;
",,1.136,1.136,0,0,0,0
aten::copy_,"4;
4;
",,7.213,9.497,0,3.26,0,0
acl_memcpy_device_to_host,,,2.284,2.284,3.26,3.26,0,0
P16Sync/trace-final_only/r0/record-mm,,,14.024,35.624,0,0.02,0,0
Event::record,,,18.724,21.6,0,0.02,0,0
record_event,,,2.876,2.876,0.02,0.02,0,0
P16Sync/trace-final_only/r0/copy-mul,,,15.857,41.99,0,2.22,0,0
aten::view,"67108864;
",,1.884,1.884,0,0,0,0
aten::slice,"67108864;
;
;
;
",,2.392,3.223,0,0,0,0
aten::as_strided,"67108864;
;
;
",,0.831,0.831,0,0,0,0
aten::copy_,"4;
4;
",,4.719,21.026,0,2.22,0,0
acl_memcpy_device_to_host,,,16.307,16.307,2.22,2.22,0,0
P16Sync/trace-final_only/r0/record-mul,,,13.412,30.608,0,0.0,0,0
Event::record,,,14.604,17.196,0,0.0,0,0
record_event,,,2.592,2.592,0.0,0.0,0,0
P16Sync/trace-final_only/r1/compute-mm-00,,,11.11,20.47,0,1523.14,0,1523.14
aten::mm,"4096,4096;
4096,4096;
4096,4096",,5.291,9.36,0,1523.14,0,1523.14
aclnnMm,,,4.069,4.069,1523.14,1523.14,1523.14,1523.14
P16Sync/trace-final_only/r1/compute-mul-00,,,12.321,18.273,0,561.043,0,0
aten::mul,"67108864;
;
67108864",,3.199,5.952,0,561.043,0,0
aten::item,,,0.305,0.516,0,0,0,0
aten::_local_scalar_dense,,,0.211,0.211,0,0,0,0
aclnnMuls,,,2.237,2.237,561.043,561.043,0,0
P16Sync/trace-final_only/r1/compute-mm-01,,,22.319,28.541,0,1554.683,0,1554.683
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.972,6.222,0,1554.683,0,1554.683
aclnnMm,,,2.25,2.25,1554.683,1554.683,1554.683,1554.683
P16Sync/trace-final_only/r1/compute-mul-01,,,12.299,19.612,0,560.382,0,0
aten::mul,"67108864;
;
67108864",,2.896,7.313,0,560.382,0,0
aten::item,,,1.597,1.805,0,0,0,0
aten::_local_scalar_dense,,,0.208,0.208,0,0,0,0
aclnnMuls,,,2.612,2.612,560.382,560.382,0,0
P16Sync/trace-final_only/r1/compute-mm-02,,,12.159,18.274,0,742.849,0,742.849
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.938,6.115,0,742.849,0,742.849
aclnnMm,,,2.177,2.177,742.849,742.849,742.849,742.849
P16Sync/trace-final_only/r1/compute-mul-02,,,13.151,20.55,0,551.902,0,0
aten::mul,"67108864;
;
67108864",,2.637,7.399,0,551.902,0,0
aten::item,,,0.304,0.46,0,0,0,0
aten::_local_scalar_dense,,,0.156,0.156,0,0,0,0
aclnnMuls,,,4.302,4.302,551.902,551.902,0,0
P16Sync/trace-final_only/r1/compute-mm-03,,,12.485,18.5,0,428.778,0,428.778
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.59,6.015,0,428.778,0,428.778
aclnnMm,,,2.425,2.425,428.778,428.778,428.778,428.778
P16Sync/trace-final_only/r1/compute-mul-03,,,16.898,22.522,0,550.742,0,0
aten::mul,"67108864;
;
67108864",,2.829,5.624,0,550.742,0,0
aten::item,,,0.257,0.414,0,0,0,0
aten::_local_scalar_dense,,,0.157,0.157,0,0,0,0
aclnnMuls,,,2.381,2.381,550.742,550.742,0,0
P16Sync/trace-final_only/r1/compute-mm-04,,,17.29,23.422,0,430.677,0,430.677
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.728,6.132,0,430.677,0,430.677
aclnnMm,,,2.404,2.404,430.677,430.677,430.677,430.677
P16Sync/trace-final_only/r1/compute-mul-04,,,11.963,17.816,0,561.223,0,0
aten::mul,"67108864;
;
67108864",,3.028,5.853,0,561.223,0,0
aten::item,,,0.275,0.47,0,0,0,0
aten::_local_scalar_dense,,,0.195,0.195,0,0,0,0
aclnnMuls,,,2.355,2.355,561.223,561.223,0,0
P16Sync/trace-final_only/r1/compute-mm-05,,,11.418,17.031,0,431.077,0,431.077
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.589,5.613,0,431.077,0,431.077
aclnnMm,,,2.024,2.024,431.077,431.077,431.077,431.077
P16Sync/trace-final_only/r1/compute-mul-05,,,17.248,22.804,0,549.482,0,0
aten::mul,"67108864;
;
67108864",,2.78,5.556,0,549.482,0,0
aten::item,,,0.395,0.523,0,0,0,0
aten::_local_scalar_dense,,,0.128,0.128,0,0,0,0
aclnnMuls,,,2.253,2.253,549.482,549.482,0,0
P16Sync/trace-final_only/r1/copy-mm,,,25.0,37.811,0,2.18,0,0
aten::view,"4096,4096;
",,1.991,1.991,0,0,0,0
aten::slice,"16777216;
;
;
;
",,1.949,2.775,0,0,0,0
aten::as_strided,"16777216;
;
;
",,0.826,0.826,0,0,0,0
aten::copy_,"4;
4;
",,5.695,8.045,0,2.18,0,0
acl_memcpy_device_to_host,,,2.35,2.35,2.18,2.18,0,0
P16Sync/trace-final_only/r1/record-mm,,,13.957,35.723,0,0.02,0,0
Event::record,,,14.242,21.766,0,0.02,0,0
record_event,,,7.524,7.524,0.02,0.02,0,0
P16Sync/trace-final_only/r1/copy-mul,,,19.992,32.678,0,2.26,0,0
aten::view,"67108864;
",,1.748,1.748,0,0,0,0
aten::slice,"67108864;
;
;
;
",,3.684,4.492,0,0,0,0
aten::as_strided,"67108864;
;
;
",,0.808,0.808,0,0,0,0
aten::copy_,"4;
4;
",,4.278,6.446,0,2.26,0,0
acl_memcpy_device_to_host,,,2.168,2.168,2.26,2.26,0,0
P16Sync/trace-final_only/r1/record-mul,,,13.544,24.448,0,0.02,0,0
Event::record,,,8.429,10.904,0,0.02,0,0
record_event,,,2.475,2.475,0.02,0.02,0,0
P16Sync/trace-final_only/r2/compute-mm-00,,,16.943,25.91,0,429.117,0,429.117
aten::mm,"4096,4096;
4096,4096;
4096,4096",,6.92,8.967,0,429.117,0,429.117
aclnnMm,,,2.047,2.047,429.117,429.117,429.117,429.117
P16Sync/trace-final_only/r2/compute-mul-00,,,12.297,17.656,0,554.082,0,0
aten::mul,"67108864;
;
67108864",,2.9,5.359,0,554.082,0,0
aten::item,,,0.281,0.483,0,0,0,0
aten::_local_scalar_dense,,,0.202,0.202,0,0,0,0
aclnnMuls,,,1.976,1.976,554.082,554.082,0,0
P16Sync/trace-final_only/r2/compute-mm-01,,,10.819,19.776,0,428.417,0,428.417
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.861,8.957,0,428.417,0,428.417
aclnnMm,,,5.096,5.096,428.417,428.417,428.417,428.417
P16Sync/trace-final_only/r2/compute-mul-01,,,11.463,17.843,0,562.163,0,0
aten::mul,"67108864;
;
67108864",,2.676,6.38,0,562.163,0,0
aten::item,,,0.268,0.44,0,0,0,0
aten::_local_scalar_dense,,,0.172,0.172,0,0,0,0
aclnnMuls,,,3.264,3.264,562.163,562.163,0,0
P16Sync/trace-final_only/r2/compute-mm-02,,,12.149,18.166,0,427.397,0,427.397
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.644,6.017,0,427.397,0,427.397
aclnnMm,,,2.373,2.373,427.397,427.397,427.397,427.397
P16Sync/trace-final_only/r2/compute-mul-02,,,11.274,20.93,0,547.241,0,0
aten::mul,"67108864;
;
67108864",,2.552,9.656,0,547.241,0,0
aten::item,,,0.324,1.759,0,0,0,0
aten::_local_scalar_dense,,,1.435,1.435,0,0,0,0
aclnnMuls,,,5.345,5.345,547.241,547.241,0,0
P16Sync/trace-final_only/r2/compute-mm-03,,,12.705,19.43,0,428.358,0,428.358
aten::mm,"4096,4096;
4096,4096;
4096,4096",,4.567,6.725,0,428.358,0,428.358
aclnnMm,,,2.158,2.158,428.358,428.358,428.358,428.358
P16Sync/trace-final_only/r2/compute-mul-03,,,13.125,19.099,0,564.283,0,0
aten::mul,"67108864;
;
67108864",,2.675,5.974,0,564.283,0,0
aten::item,,,0.27,0.454,0,0,0,0
aten::_local_scalar_dense,,,0.184,0.184,0,0,0,0
aclnnMuls,,,2.845,2.845,564.283,564.283,0,0
P16Sync/trace-final_only/r2/compute-mm-04,,,13.093,20.496,0,429.717,0,429.717
aten::mm,"4096,4096;
4096,4096;
4096,4096",,5.275,7.403,0,429.717,0,429.717
aclnnMm,,,2.128,2.128,429.717,429.717,429.717,429.717
P16Sync/trace-final_only/r2/compute-mul-04,,,12.261,17.941,0,558.702,0,0
aten::mul,"67108864;
;
67108864",,2.579,5.68,0,558.702,0,0
aten::item,,,0.257,0.377,0,0,0,0
aten::_local_scalar_dense,,,0.12,0.12,0,0,0,0
aclnnMuls,,,2.724,2.724,558.702,558.702,0,0
P16Sync/trace-final_only/r2/compute-mm-05,,,11.489,18.974,0,427.717,0,427.717
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.561,7.485,0,427.717,0,427.717
aclnnMm,,,3.924,3.924,427.717,427.717,427.717,427.717
P16Sync/trace-final_only/r2/compute-mul-05,,,11.774,16.959,0,552.042,0,0
aten::mul,"67108864;
;
67108864",,2.386,5.185,0,552.042,0,0
aten::item,,,0.278,0.406,0,0,0,0
aten::_local_scalar_dense,,,0.128,0.128,0,0,0,0
aclnnMuls,,,2.393,2.393,552.042,552.042,0,0
P16Sync/trace-final_only/r2/copy-mm,,,26.612,43.995,0,2.18,0,0
aten::view,"4096,4096;
",,2.159,2.159,0,0,0,0
aten::slice,"16777216;
;
;
;
",,2.329,3.319,0,0,0,0
aten::as_strided,"16777216;
;
;
",,0.99,0.99,0,0,0,0
aten::copy_,"4;
4;
",,5.352,11.905,0,2.18,0,0
acl_memcpy_device_to_host,,,6.553,6.553,2.18,2.18,0,0
P16Sync/trace-final_only/r2/record-mm,,,14.707,26.585,0,0.02,0,0
Event::record,,,9.11,11.878,0,0.02,0,0
record_event,,,2.768,2.768,0.02,0.02,0,0
P16Sync/trace-final_only/r2/copy-mul,,,14.705,26.764,0,2.321,0,0
aten::view,"67108864;
",,2.608,2.608,0,0,0,0
aten::slice,"67108864;
;
;
;
",,1.735,2.481,0,0,0,0
aten::as_strided,"67108864;
;
;
",,0.746,0.746,0,0,0,0
aten::copy_,"4;
4;
",,4.781,6.97,0,2.321,0,0
acl_memcpy_device_to_host,,,2.189,2.189,2.321,2.321,0,0
P16Sync/trace-final_only/r2/record-mul,,,13.33,26.403,0,0.02,0,0
Event::record,,,10.633,13.073,0,0.02,0,0
record_event,,,2.44,2.44,0.02,0.02,0,0
P16Sync/trace-final_only/r3/compute-mm-00,,,12.872,20.313,0,429.737,0,429.737
aten::mm,"4096,4096;
4096,4096;
4096,4096",,5.088,7.441,0,429.737,0,429.737
aclnnMm,,,2.353,2.353,429.737,429.737,429.737,429.737
P16Sync/trace-final_only/r3/compute-mul-00,,,12.763,18.605,0,555.122,0,0
aten::mul,"67108864;
;
67108864",,3.09,5.842,0,555.122,0,0
aten::item,,,0.324,0.504,0,0,0,0
aten::_local_scalar_dense,,,0.18,0.18,0,0,0,0
aclnnMuls,,,2.248,2.248,555.122,555.122,0,0
P16Sync/trace-final_only/r3/compute-mm-01,,,17.421,25.406,0,429.657,0,429.657
aten::mm,"4096,4096;
4096,4096;
4096,4096",,5.76,7.985,0,429.657,0,429.657
aclnnMm,,,2.225,2.225,429.657,429.657,429.657,429.657
P16Sync/trace-final_only/r3/compute-mul-01,,,17.546,23.25,0,557.842,0,0
aten::mul,"67108864;
;
67108864",,2.714,5.704,0,557.842,0,0
aten::item,,,0.315,0.462,0,0,0,0
aten::_local_scalar_dense,,,0.147,0.147,0,0,0,0
aclnnMuls,,,2.528,2.528,557.842,557.842,0,0
P16Sync/trace-final_only/r3/compute-mm-02,,,10.984,20.353,0,427.997,0,427.997
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.81,9.369,0,427.997,0,427.997
aclnnMm,,,5.559,5.559,427.997,427.997,427.997,427.997
P16Sync/trace-final_only/r3/compute-mul-02,,,12.309,19.11,0,555.302,0,0
aten::mul,"67108864;
;
67108864",,3.868,6.801,0,555.302,0,0
aten::item,,,0.262,0.599,0,0,0,0
aten::_local_scalar_dense,,,0.337,0.337,0,0,0,0
aclnnMuls,,,2.334,2.334,555.302,555.302,0,0
P16Sync/trace-final_only/r3/compute-mm-03,,,12.007,17.983,0,427.798,0,427.798
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.606,5.976,0,427.798,0,427.798
aclnnMm,,,2.37,2.37,427.798,427.798,427.798,427.798
P16Sync/trace-final_only/r3/compute-mul-03,,,11.235,17.73,0,556.942,0,0
aten::mul,"67108864;
;
67108864",,2.41,6.495,0,556.942,0,0
aten::item,,,0.25,0.378,0,0,0,0
aten::_local_scalar_dense,,,0.128,0.128,0,0,0,0
aclnnMuls,,,3.707,3.707,556.942,556.942,0,0
P16Sync/trace-final_only/r3/compute-mm-04,,,18.092,24.132,0,430.497,0,430.497
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.761,6.04,0,430.497,0,430.497
aclnnMm,,,2.279,2.279,430.497,430.497,430.497,430.497
P16Sync/trace-final_only/r3/compute-mul-04,,,13.868,19.552,0,552.043,0,0
aten::mul,"67108864;
;
67108864",,2.996,5.684,0,552.043,0,0
aten::item,,,0.271,0.418,0,0,0,0
aten::_local_scalar_dense,,,0.147,0.147,0,0,0,0
aclnnMuls,,,2.27,2.27,552.043,552.043,0,0
P16Sync/trace-final_only/r3/compute-mm-05,,,16.368,32.778,0,429.377,0,429.377
aten::mm,"4096,4096;
4096,4096;
4096,4096",,13.968,16.41,0,429.377,0,429.377
aclnnMm,,,2.442,2.442,429.377,429.377,429.377,429.377
P16Sync/trace-final_only/r3/compute-mul-05,,,12.137,804.214,0,557.462,0,0
aten::mul,"67108864;
;
67108864",,2.497,792.077,0,557.462,0,0
aten::item,,,0.267,0.402,0,0,0,0
aten::_local_scalar_dense,,,0.135,0.135,0,0,0,0
aclnnMuls,,,789.178,789.178,557.462,557.462,0,0
P16Sync/trace-final_only/r3/copy-mm,,,22.055,36.135,0,2.22,0,0
aten::view,"4096,4096;
",,1.938,1.938,0,0,0,0
aten::slice,"16777216;
;
;
;
",,1.959,4.259,0,0,0,0
aten::as_strided,"16777216;
;
;
",,2.3,2.3,0,0,0,0
aten::copy_,"4;
4;
",,5.083,7.883,0,2.22,0,0
acl_memcpy_device_to_host,,,2.8,2.8,2.22,2.22,0,0
P16Sync/trace-final_only/r3/record-mm,,,13.511,33.081,0,0.02,0,0
Event::record,,,16.877,19.57,0,0.02,0,0
record_event,,,2.693,2.693,0.02,0.02,0,0
P16Sync/trace-final_only/r3/copy-mul,,,15.003,26.639,0,2.32,0,0
aten::view,"67108864;
",,1.877,1.877,0,0,0,0
aten::slice,"67108864;
;
;
;
",,1.786,2.581,0,0,0,0
aten::as_strided,"67108864;
;
;
",,0.795,0.795,0,0,0,0
aten::copy_,"4;
4;
",,4.844,7.178,0,2.32,0,0
acl_memcpy_device_to_host,,,2.334,2.334,2.32,2.32,0,0
P16Sync/trace-final_only/r3/record-mul,,,18.77,30.047,0,0.02,0,0
Event::record,,,8.47,11.277,0,0.02,0,0
record_event,,,2.807,2.807,0.02,0.02,0,0
P16Sync/trace-final_only/r3/host_wait-mm,,,26.181,16749.71,0,0,0,0
Event::synchronize,,,16723.529,16723.529,0,0,0,0
P16Sync/trace-final_only/r3/host_wait-mul,,,37.426,52.349,0,0,0,0
Event::synchronize,,,14.923,14.923,0,0,0,0
aten::resolve_conj,4,,2.215,2.215,0,0,0,0
aten::resolve_neg,4,,0.336,0.336,0,0,0,0
aten::resolve_conj,4,,0.32,0.32,0,0,0,0
aten::resolve_neg,4,,1.94,1.94,0,0,0,0
aten::eq,"4096,4096;
",,14.749,30.338,0,52.642,0,0
empty_tensor,,,10.889,10.889,0,0,0,0
aclnnEqScalar,,,4.7,4.7,52.642,52.642,0,0
aten::all,"4096,4096",,7.94,12.017,0,31.562,0,0
empty_tensor,,,1.959,1.959,0,0,0,0
aclnnAll,,,2.118,2.118,31.562,31.562,0,0
aten::item,,,1.589,112.401,0,0,0,0
aten::_local_scalar_dense,,,110.812,110.812,0,0,0,0
aten::eq,"67108864;
",,2.647,6.829,0,365.874,0,0
empty_tensor,,,1.81,1.81,0,0,0,0
aclnnEqScalar,,,2.372,2.372,365.874,365.874,0,0
aten::all,67108864,,3.257,13.711,0,57.283,0,0
empty_tensor,,,1.347,1.347,0,0,0,0
aclnnAll,,,9.107,9.107,57.283,57.283,0,0
aten::item,,,0.901,441.628,0,0,0,0
aten::_local_scalar_dense,,,440.727,440.727,0,0,0,0
aten::resolve_conj,4,,0.298,0.298,0,0,0,0
aten::resolve_neg,4,,0.322,0.322,0,0,0,0
aten::resolve_conj,4,,0.266,0.266,0,0,0,0
aten::resolve_neg,4,,0.116,0.116,0,0,0,0
aten::eq,"4096,4096;
",,2.279,6.004,0,37.721,0,0
empty_tensor,,,1.371,1.371,0,0,0,0
aclnnEqScalar,,,2.354,2.354,37.721,37.721,0,0
aten::all,"4096,4096",,2.475,4.571,0,15.641,0,0
empty_tensor,,,0.917,0.917,0,0,0,0
aclnnAll,,,1.179,1.179,15.641,15.641,0,0
aten::item,,,0.67,78.657,0,0,0,0
aten::_local_scalar_dense,,,77.987,77.987,0,0,0,0
aten::eq,"67108864;
",,2.324,6.142,0,297.991,0,0
empty_tensor,,,1.175,1.175,0,0,0,0
aclnnEqScalar,,,2.643,2.643,297.991,297.991,0,0
aten::all,67108864,,2.509,4.551,0,56.963,0,0
empty_tensor,,,1.035,1.035,0,0,0,0
aclnnAll,,,1.007,1.007,56.963,56.963,0,0
aten::item,,,0.643,382.042,0,0,0,0
aten::_local_scalar_dense,,,381.399,381.399,0,0,0,0
aten::resolve_conj,4,,0.2,0.2,0,0,0,0
aten::resolve_neg,4,,0.13,0.13,0,0,0,0
aten::resolve_conj,4,,0.126,0.126,0,0,0,0
aten::resolve_neg,4,,0.218,0.218,0,0,0,0
aten::eq,"4096,4096;
",,2.257,5.483,0,39.861,0,0
empty_tensor,,,1.089,1.089,0,0,0,0
aclnnEqScalar,,,2.137,2.137,39.861,39.861,0,0
aten::all,"4096,4096",,2.449,5.411,0,15.721,0,0
empty_tensor,,,0.683,0.683,0,0,0,0
aclnnAll,,,2.279,2.279,15.721,15.721,0,0
aten::item,,,0.634,83.685,0,0,0,0
aten::_local_scalar_dense,,,83.051,83.051,0,0,0,0
aten::eq,"67108864;
",,2.026,12.199,0,300.112,0,0
empty_tensor,,,0.996,0.996,0,0,0,0
aclnnEqScalar,,,9.177,9.177,300.112,300.112,0,0
aten::all,67108864,,2.507,4.935,0,55.602,0,0
empty_tensor,,,0.863,0.863,0,0,0,0
aclnnAll,,,1.565,1.565,55.602,55.602,0,0
aten::item,,,0.833,384.148,0,0,0,0
aten::_local_scalar_dense,,,383.315,383.315,0,0,0,0
aten::resolve_conj,4,,0.299,0.299,0,0,0,0
aten::resolve_neg,4,,1.26,1.26,0,0,0,0
aten::resolve_conj,4,,0.209,0.209,0,0,0,0
aten::resolve_neg,4,,0.293,0.293,0,0,0,0
aten::eq,"4096,4096;
",,2.733,6.799,0,39.862,0,0
empty_tensor,,,1.274,1.274,0,0,0,0
aclnnEqScalar,,,2.792,2.792,39.862,39.862,0,0
aten::all,"4096,4096",,2.384,4.746,0,14.94,0,0
empty_tensor,,,1.559,1.559,0,0,0,0
aclnnAll,,,0.803,0.803,14.94,14.94,0,0
aten::item,,,0.668,83.224,0,0,0,0
aten::_local_scalar_dense,,,82.556,82.556,0,0,0,0
aten::eq,"67108864;
",,1.974,5.157,0,293.512,0,0
empty_tensor,,,1.009,1.009,0,0,0,0
aclnnEqScalar,,,2.174,2.174,293.512,293.512,0,0
aten::all,67108864,,2.584,4.294,0,56.282,0,0
empty_tensor,,,0.679,0.679,0,0,0,0
aclnnAll,,,1.031,1.031,56.282,56.282,0,0
aten::item,,,0.658,376.264,0,0,0,0
aten::_local_scalar_dense,,,375.606,375.606,0,0,0,0
aten::fill_,"4;
",,7.097,7.097,0,0,0,0
aten::fill_,"4;
",,1.208,1.208,0,0,0,0
aten::fill_,"4;
",,0.96,0.96,0,0,0,0
aten::fill_,"4;
",,3.232,3.232,0,0,0,0
aten::fill_,"4;
",,0.971,0.971,0,0,0,0
aten::fill_,"4;
",,0.81,0.81,0,0,0,0
aten::fill_,"4;
",,0.83,0.83,0,0,0,0
aten::fill_,"4;
",,0.794,0.794,0,0,0,0
P16Sync/trace-early_read/r0/compute-mm-00,,,25.302,41.775,0,1580.763,0,1580.763
aten::mm,"4096,4096;
4096,4096;
4096,4096",,13.874,16.473,0,1580.763,0,1580.763
aclnnMm,,,2.599,2.599,1580.763,1580.763,1580.763,1580.763
P16Sync/trace-early_read/r0/compute-mul-00,,,20.93,32.039,0,514.86,0,0
aten::mul,"67108864;
;
67108864",,7.033,11.109,0,514.86,0,0
aten::item,,,0.598,1.639,0,0,0,0
aten::_local_scalar_dense,,,1.041,1.041,0,0,0,0
aclnnMuls,,,2.437,2.437,514.86,514.86,0,0
P16Sync/trace-early_read/r0/compute-mm-01,,,29.578,41.47,0,1640.346,0,1640.346
aten::mm,"4096,4096;
4096,4096;
4096,4096",,5.291,11.892,0,1640.346,0,1640.346
aclnnMm,,,6.601,6.601,1640.346,1640.346,1640.346,1640.346
P16Sync/trace-early_read/r0/compute-mul-01,,,13.396,19.795,0,565.403,0,0
aten::mul,"67108864;
;
67108864",,3.173,6.399,0,565.403,0,0
aten::item,,,0.447,0.652,0,0,0,0
aten::_local_scalar_dense,,,0.205,0.205,0,0,0,0
aclnnMuls,,,2.574,2.574,565.403,565.403,0,0
P16Sync/trace-early_read/r0/compute-mm-02,,,13.712,20.379,0,1602.624,0,1602.624
aten::mm,"4096,4096;
4096,4096;
4096,4096",,4.46,6.667,0,1602.624,0,1602.624
aclnnMm,,,2.207,2.207,1602.624,1602.624,1602.624,1602.624
P16Sync/trace-early_read/r0/compute-mul-02,,,12.333,17.778,0,549.242,0,0
aten::mul,"67108864;
;
67108864",,2.629,5.445,0,549.242,0,0
aten::item,,,0.32,0.575,0,0,0,0
aten::_local_scalar_dense,,,0.255,0.255,0,0,0,0
aclnnMuls,,,2.241,2.241,549.242,549.242,0,0
P16Sync/trace-early_read/r0/compute-mm-03,,,16.591,23.82,0,1482.199,0,1482.199
aten::mm,"4096,4096;
4096,4096;
4096,4096",,4.675,7.229,0,1482.199,0,1482.199
aclnnMm,,,2.554,2.554,1482.199,1482.199,1482.199,1482.199
P16Sync/trace-early_read/r0/compute-mul-03,,,11.994,17.352,0,550.682,0,0
aten::mul,"67108864;
;
67108864",,2.724,5.358,0,550.682,0,0
aten::item,,,0.271,0.411,0,0,0,0
aten::_local_scalar_dense,,,0.14,0.14,0,0,0,0
aclnnMuls,,,2.223,2.223,550.682,550.682,0,0
P16Sync/trace-early_read/r0/compute-mm-04,,,11.672,17.66,0,1662.407,0,1662.407
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.582,5.988,0,1662.407,0,1662.407
aclnnMm,,,2.406,2.406,1662.407,1662.407,1662.407,1662.407
P16Sync/trace-early_read/r0/compute-mul-04,,,13.937,21.145,0,561.482,0,0
aten::mul,"67108864;
;
67108864",,2.558,7.208,0,561.482,0,0
aten::item,,,0.503,0.625,0,0,0,0
aten::_local_scalar_dense,,,0.122,0.122,0,0,0,0
aclnnMuls,,,4.025,4.025,561.482,561.482,0,0
P16Sync/trace-early_read/r0/compute-mm-05,,,20.356,26.618,0,1589.003,0,1589.003
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.865,6.262,0,1589.003,0,1589.003
aclnnMm,,,2.397,2.397,1589.003,1589.003,1589.003,1589.003
P16Sync/trace-early_read/r0/compute-mul-05,,,13.309,18.601,0,556.542,0,0
aten::mul,"67108864;
;
67108864",,2.601,5.292,0,556.542,0,0
aten::item,,,0.328,0.467,0,0,0,0
aten::_local_scalar_dense,,,0.139,0.139,0,0,0,0
aclnnMuls,,,2.224,2.224,556.542,556.542,0,0
P16Sync/trace-early_read/r0/copy-mm,,,27.668,62.357,0,2.76,0,0
aten::view,"4096,4096;
",,8.01,8.01,0,0,0,0
aten::slice,"16777216;
;
;
;
",,7.444,9.98,0,0,0,0
aten::as_strided,"16777216;
;
;
",,2.536,2.536,0,0,0,0
aten::copy_,"4;
4;
",,12.468,16.699,0,2.76,0,0
acl_memcpy_device_to_host,,,4.231,4.231,2.76,2.76,0,0
P16Sync/trace-early_read/r0/record-mm,,,17.007,30.672,0,0.02,0,0
Event::record,,,10.408,13.665,0,0.02,0,0
record_event,,,3.257,3.257,0.02,0.02,0,0
P16Sync/trace-early_read/r0/copy-mul,,,15.517,28.115,0,2.261,0,0
aten::view,"67108864;
",,2.593,2.593,0,0,0,0
aten::slice,"67108864;
;
;
;
",,1.887,2.805,0,0,0,0
aten::as_strided,"67108864;
;
;
",,0.918,0.918,0,0,0,0
aten::copy_,"4;
4;
",,4.926,7.2,0,2.261,0,0
acl_memcpy_device_to_host,,,2.274,2.274,2.261,2.261,0,0
P16Sync/trace-early_read/r0/record-mul,,,22.76,33.939,0,0.02,0,0
Event::record,,,8.562,11.179,0,0.02,0,0
record_event,,,2.617,2.617,0.02,0.02,0,0
aten::resolve_conj,4,,0.32,0.32,0,0,0,0
aten::resolve_neg,4,,0.223,0.223,0,0,0,0
aten::resolve_conj,4,,0.328,0.328,0,0,0,0
aten::resolve_neg,4,,0.196,0.196,0,0,0,0
Event::query,,,14.794,14.794,0,0,0,0
