Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::mul,"67108864;
;
67108864",,4.256,7.098,0,554.462,0,0
aten::item,,,0.239,0.4,0,0,0,0
aten::_local_scalar_dense,,,0.161,0.161,0,0,0,0
aclnnMuls,,,2.442,2.442,554.462,554.462,0,0
P16Dep/trace-00-no_wait/independent-02,,,13.306,18.44,0,552.502,0,0
aten::mul,"67108864;
;
67108864",,2.301,5.134,0,552.502,0,0
aten::item,,,0.309,0.523,0,0,0,0
aten::_local_scalar_dense,,,0.214,0.214,0,0,0,0
aclnnMuls,,,2.31,2.31,552.502,552.502,0,0
P16Dep/trace-00-no_wait/independent-03,,,12.253,21.666,0,559.022,0,0
aten::mul,"67108864;
;
67108864",,2.434,9.413,0,559.022,0,0
aten::item,,,0.222,0.338,0,0,0,0
aten::_local_scalar_dense,,,0.116,0.116,0,0,0,0
aclnnMuls,,,6.641,6.641,559.022,559.022,0,0
P16Dep/trace-00-no_wait/independent-04,,,10.969,16.136,0,550.602,0,0
aten::mul,"67108864;
;
67108864",,2.257,5.167,0,550.602,0,0
aten::item,,,0.335,0.557,0,0,0,0
aten::_local_scalar_dense,,,0.222,0.222,0,0,0,0
aclnnMuls,,,2.353,2.353,550.602,550.602,0,0
P16Dep/trace-00-no_wait/independent-05,,,11.765,16.695,0,565.703,0,0
aten::mul,"67108864;
;
67108864",,2.42,4.93,0,565.703,0,0
aten::item,,,0.215,0.342,0,0,0,0
aten::_local_scalar_dense,,,0.127,0.127,0,0,0,0
aclnnMuls,,,2.168,2.168,565.703,565.703,0,0
P16Dep/trace-00-no_wait/record-C,,,13.191,24.606,0,0.02,0,0
Event::record,,,7.994,11.415,0,0.02,0,0
record_event,,,3.421,3.421,0.02,0.02,0,0
P16Dep/trace-00-no_wait/join-A,,,13.012,4685.417,0,0,0,0
Event::synchronize,,,4672.405,4672.405,0,0,0,0
P16Dep/trace-00-no_wait/join-B,,,12.391,20.577,0,0,0,0
Event::synchronize,,,8.186,8.186,0,0,0,0
P16Dep/trace-00-no_wait/join-C,,,12.649,22.257,0,0,0,0
Event::synchronize,,,9.608,9.608,0,0,0,0
P16Dep/check/trace-00-no_wait,,,96.019,6617.5,0,6262.791,0,0
aten::eq,"4096,4096;
",,3.389,8.143,0,22.121,0,0
empty_tensor,,,2.636,2.636,0,0,0,0
aclnnEqScalar,,,2.118,2.118,22.121,22.121,0,0
aten::all,"4096,4096",,4.56,6.905,0,29.801,0,0
empty_tensor,,,1.746,1.746,0,0,0,0
aclnnAll,,,0.599,0.599,29.801,29.801,0,0
aten::item,,,0.746,84.418,0,0,0,0
aten::_local_scalar_dense,,,83.672,83.672,0,0,0,0
aten::eq,"67108864;
",,2.895,6.724,0,374.335,0,0
empty_tensor,,,1.204,1.204,0,0,0,0
aclnnEqScalar,,,2.625,2.625,374.335,374.335,0,0
aten::all,67108864,,2.953,5.961,0,56.342,0,0
empty_tensor,,,0.848,0.848,0,0,0,0
aclnnAll,,,2.16,2.16,56.342,56.342,0,0
aten::item,,,0.839,461.736,0,0,0,0
aten::_local_scalar_dense,,,460.897,460.897,0,0,0,0
aten::eq,"4096,4096;
",,2.234,5.354,0,41.322,0,0
empty_tensor,,,1.041,1.041,0,0,0,0
aclnnEqScalar,,,2.079,2.079,41.322,41.322,0,0
aten::count_nonzero,"4096,4096;
",,4.35,10.44,0,2803.8120000000004,0,0
aten::ne,"4096,4096;
",,3.132,4.76,0,206.78799999999998,0,0
empty_tensor,,,0.949,0.949,0,0,0,0
aclnnNeScalar,,,0.679,0.679,206.78799999999998,206.78799999999998,0,0
empty_tensor,,,0.837,0.837,0,0,0,0
aclnnReduceSum,,,0.493,0.493,2597.0240000000003,2597.0240000000003,0,0
aten::item,,,0.715,2865.06,0,0,0,0
aten::_local_scalar_dense,,,2864.345,2864.345,0,0,0,0
aten::eq,"4096,4096;
",,2.101,5.631,0,38.501,0,0
empty_tensor,,,1.035,1.035,0,0,0,0
aclnnEqScalar,,,2.495,2.495,38.501,38.501,0,0
aten::count_nonzero,"4096,4096;
",,2.803,8.564,0,2785.232,0,0
aten::ne,"4096,4096;
",,3.007,4.672,0,195.488,0,0
empty_tensor,,,0.903,0.903,0,0,0,0
aclnnNeScalar,,,0.762,0.762,195.488,195.488,0,0
empty_tensor,,,0.609,0.609,0,0,0,0
aclnnReduceSum,,,0.48,0.48,2589.7439999999997,2589.7439999999997,0,0
aten::item,,,0.8,2846.272,0,0,0,0
aten::_local_scalar_dense,,,2845.472,2845.472,0,0,0,0
aten::view,"4096,4096;
",,3.945,3.945,0,0,0,0
aten::slice,"16777216;
;
;
;
",,4.741,6.324,0,0,0,0
aten::as_strided,"16777216;
;
;
",,1.583,1.583,0,0,0,0
aten::to,"8;
;
;
;
;
;
;
",,1.289,17.888,0,0,0,0
aten::_to_copy,"8;
;
;
;
;
;
",,4.022,16.599,0,0,0,0
aten::empty,";
;
;
;
;
",,1.765,1.765,0,0,0,0
aten::copy_,"8;
8;
",,10.812,10.812,0,0,0,0
aten::resolve_conj,8,,0.37,0.37,0,0,0,0
aten::resolve_neg,8,,0.177,0.177,0,0,0,0
aten::mul,"4096,4096;
;
4096,4096",,4.399,7.837,0,56.543,0,0
aten::item,,,0.4,0.759,0,0,0,0
aten::_local_scalar_dense,,,0.359,0.359,0,0,0,0
aclnnMuls,,,2.679,2.679,56.543,56.543,0,0
Event::record,,,16.082,23.904,0,0.02,0,0
record_event,,,7.822,7.822,0.02,0.02,0,0
Event::synchronize,,,48.388,48.388,0,0,0,0
aten::eq,"4096,4096;
",,2.599,6.72,0,24.961,0,0
empty_tensor,,,1.885,1.885,0,0,0,0
aclnnEqScalar,,,2.236,2.236,24.961,24.961,0,0
aten::all,"4096,4096",,3.402,6.249,0,29.801,0,0
empty_tensor,,,1.411,1.411,0,0,0,0
aclnnAll,,,1.436,1.436,29.801,29.801,0,0
aten::item,,,0.756,84.471,0,0,0,0
aten::_local_scalar_dense,,,83.715,83.715,0,0,0,0
aten::fill_,"4096,4096;
",,3.467,5.922,0,15.421,0,0
aclnnInplaceFillScalar,,,2.455,2.455,15.421,15.421,0,0
aten::fill_,"4096,4096;
",,1.581,2.472,0,14.02,0,0
aclnnInplaceFillScalar,,,0.891,0.891,14.02,14.02,0,0
P16Dep/trace-01-no_wait/backlog-00,,,19.441,29.71,0,1317.533,0,1317.533
aten::mm,"4096,4096;
4096,4096;
4096,4096",,6.715,10.269,0,1317.533,0,1317.533
aclnnMm,,,3.554,3.554,1317.533,1317.533,1317.533,1317.533
P16Dep/trace-01-no_wait/backlog-01,,,14.043,21.213,0,1576.363,0,1576.363
aten::mm,"4096,4096;
4096,4096;
4096,4096",,4.761,7.17,0,1576.363,0,1576.363
aclnnMm,,,2.409,2.409,1576.363,1576.363,1576.363,1576.363
P16Dep/trace-01-no_wait/backlog-02,,,12.208,21.174,0,927.397,0,927.397
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.616,8.966,0,927.397,0,927.397
aclnnMm,,,5.35,5.35,927.397,927.397,927.397,927.397
P16Dep/trace-01-no_wait/backlog-03,,,11.057,16.824,0,426.157,0,426.157
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.43,5.767,0,426.157,0,426.157
aclnnMm,,,2.337,2.337,426.157,426.157,426.157,426.157
P16Dep/trace-01-no_wait/backlog-04,,,10.576,16.483,0,426.357,0,426.357
aten::mm,"4096,4096;
4096,4096;
4096,4096",,3.495,5.907,0,426.357,0,426.357
aclnnMm,,,2.412,2.412,426.357,426.357,426.357,426.357
P16Dep/trace-01-no_wait/produce-Y,,,11.808,18.293,0,427.497,0,427.497
