Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,1,68192.10799999996,0,0,0,3064.1209999999987,71256.25,0,0,183.25
