Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,,7521.399999999998,0,0,0,42664.566000000035,50186.0,0,0,1098.0
