trace_index,kernel,task_type,task_id,stream_id,device_start_us,device_duration_us,phase,host_operator,host_ancestry,host_start_us,host_duration_us,torch_flow_id,cann_flow_id,cann_launch,cann_connection_verified,kernel_csv_verified,route
9398,_triton_rope,AI_VECTOR_CORE,1497,46,1790085076520062.578,12.0405,step=3,_triton_rope,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""_triton_rope""]",1790085076520046.114,3.191,1790085076520062578,10801842749440,Node@launch,True,True,triton
9400,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1498,46,1790085076520164.462,2.7,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""atb::_npu_reshape_and_cache"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076520148.424,2.595,1790085076520164462,10814727651328,Node@launch,True,True,atb
9402,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,1499,46,1790085076520196.183,10.1405,step=3,ReshapeCacheOperation,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""atb::_npu_reshape_and_cache"", ""ReshapeCacheOperation""]",1790085076520169.299,5.475,1790085076520196183,10840497455104,Node@launch,True,True,atb
9404,aclnnContiguous_SliceAiCore_Slice,AI_VECTOR_CORE,1500,46,1790085076520291.167,2.5605,step=3,aclnnFusedInferAttentionScoreV3,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""npu::npu_fused_infer_attention_score"", ""aclnnFusedInferAttentionScoreV3""]",1790085076520265.192,2.425,1790085076520291167,10887742095360,Node@launch,True,True,torch_npu
9406,FusedInferAttentionScore,MIX_AIC,1501,46,1790085076520307.408,28.141,step=3,aclnnFusedInferAttentionScoreV3,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""npu::npu_fused_infer_attention_score"", ""aclnnFusedInferAttentionScoreV3""]",1790085076520265.192,2.425,1790085076520307408,10909216931840,Node@launch,True,True,torch_npu
10487,MEMCPY_ASYNC,SDMA_SQE,1502,46,1790085076520336.469,0.98,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076520286.478,0.692,1790085076520336469,10934986735616,AscendCL@aclnnInplaceCopy,True,False,runtime_copy
9408,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1503,46,1790085076520375.150,7.7805,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076520357.667,2.383,1790085076520375150,10965051506688,Node@launch,True,True,aten_to_aclnn
9410,AddRmsNormBias,AI_VECTOR_CORE,1504,46,1790085076520436.173,16.5605,step=3,aclnnAddRmsNormBias,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""_C_ascend::npu_add_rms_norm_bias"", ""aclnnAddRmsNormBias""]",1790085076520414.332,2.932,1790085076520436173,10990821310464,Node@launch,True,True,ascend_custom_cpp
9412,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1505,46,1790085076520469.214,23.2805,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076520454.114,2.372,1790085076520469214,11012296146944,Node@launch,True,True,aten_to_aclnn
9414,SwiGlu,AI_VECTOR_CORE,1506,46,1790085076520502.575,15.1805,step=3,aclnnSwiGlu,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""npu::npu_swiglu"", ""aclnnSwiGlu""]",1790085076520483.107,4.438,1790085076520502575,11038065950720,Node@launch,True,True,torch_npu
9416,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1507,46,1790085076520530.157,21.7205,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076520517.289,2.383,1790085076520530157,11059540787200,Node@launch,True,True,aten_to_aclnn
9418,AddRmsNormBias,AI_VECTOR_CORE,1508,46,1790085076520594.159,12.0605,step=3,aclnnAddRmsNormBias,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""_C_ascend::npu_add_rms_norm_bias"", ""aclnnAddRmsNormBias""]",1790085076520573.296,2.769,1790085076520594159,11085310590976,Node@launch,True,True,ascend_custom_cpp
9420,aclnnAddmm_CastAiCore_Cast,AI_VECTOR_CORE,1509,46,1790085076520629.240,1.1205,step=3,aclnnAddmm,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::addmm"", ""aclnnAddmm""]",1790085076520614.212,2.614,1790085076520629240,11106785427456,Node@launch,True,True,aten_to_aclnn
9422,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,1510,46,1790085076520632.481,8.36,step=3,aclnnAddmm,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::addmm"", ""aclnnAddmm""]",1790085076520614.212,2.614,1790085076520632481,11115375362048,Node@launch,True,True,aten_to_aclnn
9424,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1511,46,1790085076520692.583,2.4005,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076520670.887,3.046,1790085076520692583,11132555231232,Node@launch,True,True,aten_to_aclnn
9426,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1512,46,1790085076520696.183,2.44,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076520679.478,1.571,1790085076520696183,11149735100416,Node@launch,True,True,aten_to_aclnn
9428,_triton_rope,AI_VECTOR_CORE,1513,46,1790085076520868.610,16.721,step=3,_triton_rope,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""_triton_rope""]",1790085076520848.089,3.116,1790085076520868610,11175504904192,Node@launch,True,True,triton
9430,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1514,46,1790085076520976.734,2.48,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""atb::_npu_reshape_and_cache"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076520956.105,2.428,1790085076520976734,11188389806080,Node@launch,True,True,atb
9432,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,1515,46,1790085076520993.175,10.7205,step=3,ReshapeCacheOperation,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""atb::_npu_reshape_and_cache"", ""ReshapeCacheOperation""]",1790085076520972.271,8.07,1790085076520993175,11214159609856,Node@launch,True,True,atb
9434,aclnnContiguous_SliceAiCore_Slice,AI_VECTOR_CORE,1516,46,1790085076521096.119,2.52,step=3,aclnnFusedInferAttentionScoreV3,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""npu::npu_fused_infer_attention_score"", ""aclnnFusedInferAttentionScoreV3""]",1790085076521072.392,2.867,1790085076521096119,11261404250112,Node@launch,True,True,torch_npu
9436,FusedInferAttentionScore,MIX_AIC,1517,46,1790085076521111.620,26.481,step=3,aclnnFusedInferAttentionScoreV3,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""npu::npu_fused_infer_attention_score"", ""aclnnFusedInferAttentionScoreV3""]",1790085076521072.392,2.867,1790085076521111620,11282879086592,Node@launch,True,True,torch_npu
10489,MEMCPY_ASYNC,SDMA_SQE,1518,46,1790085076521138.861,1.0,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076521094.005,1.08,1790085076521138861,11295763988480,AscendCL@aclnnInplaceCopy,True,False,runtime_copy
9438,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1519,46,1790085076521195.663,7.48,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076521174.252,2.092,1790085076521195663,11338713661440,Node@launch,True,True,aten_to_aclnn
9440,AddRmsNormBias,AI_VECTOR_CORE,1520,46,1790085076521245.125,13.3205,step=3,aclnnAddRmsNormBias,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""_C_ascend::npu_add_rms_norm_bias"", ""aclnnAddRmsNormBias""]",1790085076521226.865,2.766,1790085076521245125,11364483465216,Node@launch,True,True,ascend_custom_cpp
9442,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1521,46,1790085076521285.247,23.281,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076521264.790,2.562,1790085076521285247,11385958301696,Node@launch,True,True,aten_to_aclnn
9444,SwiGlu,AI_VECTOR_CORE,1522,46,1790085076521308.548,16.2005,step=3,aclnnSwiGlu,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""npu::npu_swiglu"", ""aclnnSwiGlu""]",1790085076521293.219,4.958,1790085076521308548,11411728105472,Node@launch,True,True,torch_npu
9446,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1523,46,1790085076521346.549,22.0205,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076521326.635,2.299,1790085076521346549,11433202941952,Node@launch,True,True,aten_to_aclnn
9448,AddRmsNormBias,AI_VECTOR_CORE,1524,46,1790085076521398.311,11.0205,step=3,aclnnAddRmsNormBias,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""_C_ascend::npu_add_rms_norm_bias"", ""aclnnAddRmsNormBias""]",1790085076521380.894,3.332,1790085076521398311,11458972745728,Node@launch,True,True,ascend_custom_cpp
9450,aclnnAddmm_CastAiCore_Cast,AI_VECTOR_CORE,1525,46,1790085076521442.473,1.04,step=3,aclnnAddmm,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::addmm"", ""aclnnAddmm""]",1790085076521421.828,2.412,1790085076521442473,11480447582208,Node@launch,True,True,aten_to_aclnn
9452,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,1526,46,1790085076521445.653,9.22,step=3,aclnnAddmm,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::addmm"", ""aclnnAddmm""]",1790085076521421.828,2.412,1790085076521445653,11489037516800,Node@launch,True,True,aten_to_aclnn
9454,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1527,46,1790085076521492.875,2.6605,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076521475.780,2.204,1790085076521492875,11506217385984,Node@launch,True,True,aten_to_aclnn
9456,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1528,46,1790085076521495.575,2.6,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076521483.653,0.956,1790085076521495575,11523397255168,Node@launch,True,True,aten_to_aclnn
9458,_triton_rope,AI_VECTOR_CORE,1529,46,1790085076521668.622,12.361,step=3,_triton_rope,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""_triton_rope""]",1790085076521646.755,4.561,1790085076521668622,11549167058944,Node@launch,True,True,triton
9460,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1530,46,1790085076521778.266,2.5605,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""atb::_npu_reshape_and_cache"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076521756.801,3.168,1790085076521778266,11562051960832,Node@launch,True,True,atb
9462,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,1531,46,1790085076521797.447,10.1405,step=3,ReshapeCacheOperation,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""atb::_npu_reshape_and_cache"", ""ReshapeCacheOperation""]",1790085076521774.391,7.505,1790085076521797447,11587821764608,Node@launch,True,True,atb
9464,aclnnContiguous_SliceAiCore_Slice,AI_VECTOR_CORE,1532,46,1790085076521903.271,2.5605,step=3,aclnnFusedInferAttentionScoreV3,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""npu::npu_fused_infer_attention_score"", ""aclnnFusedInferAttentionScoreV3""]",1790085076521876.676,2.516,1790085076521903271,11635066404864,Node@launch,True,True,torch_npu
9466,FusedInferAttentionScore,MIX_AIC,1533,46,1790085076521914.132,38.3015,step=3,aclnnFusedInferAttentionScoreV3,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""npu::npu_fused_infer_attention_score"", ""aclnnFusedInferAttentionScoreV3""]",1790085076521876.676,2.516,1790085076521914132,11656541241344,Node@launch,True,True,torch_npu
10491,MEMCPY_ASYNC,SDMA_SQE,1534,46,1790085076521953.453,1.0,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076521898.621,0.876,1790085076521953453,11682311045120,AscendCL@aclnnInplaceCopy,True,False,runtime_copy
9468,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1535,46,1790085076521995.435,8.02,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076521974.908,2.488,1790085076521995435,11712375816192,Node@launch,True,True,aten_to_aclnn
9470,AddRmsNormBias,AI_VECTOR_CORE,1536,46,1790085076522054.297,14.4805,step=3,aclnnAddRmsNormBias,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""_C_ascend::npu_add_rms_norm_bias"", ""aclnnAddRmsNormBias""]",1790085076522031.410,2.711,1790085076522054297,11738145619968,Node@launch,True,True,ascend_custom_cpp
9472,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1537,46,1790085076522089.819,23.661,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076522072.462,2.312,1790085076522089819,11759620456448,Node@launch,True,True,aten_to_aclnn
9474,SwiGlu,AI_VECTOR_CORE,1538,46,1790085076522119.260,15.601,step=3,aclnnSwiGlu,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""npu::npu_swiglu"", ""aclnnSwiGlu""]",1790085076522100.961,4.386,1790085076522119260,11785390260224,Node@launch,True,True,torch_npu
9476,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1539,46,1790085076522148.841,22.021,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076522134.496,2.225,1790085076522148841,11806865096704,Node@launch,True,True,aten_to_aclnn
9478,AddRmsNormBias,AI_VECTOR_CORE,1540,46,1790085076522207.964,10.66,step=3,aclnnAddRmsNormBias,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""_C_ascend::npu_add_rms_norm_bias"", ""aclnnAddRmsNormBias""]",1790085076522189.491,2.497,1790085076522207964,11832634900480,Node@launch,True,True,ascend_custom_cpp
9480,aclnnAddmm_CastAiCore_Cast,AI_VECTOR_CORE,1541,46,1790085076522247.245,1.32,step=3,aclnnAddmm,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::addmm"", ""aclnnAddmm""]",1790085076522230.096,2.32,1790085076522247245,11854109736960,Node@launch,True,True,aten_to_aclnn
9482,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,1542,46,1790085076522249.905,9.0205,step=3,aclnnAddmm,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::addmm"", ""aclnnAddmm""]",1790085076522230.096,2.32,1790085076522249905,11862699671552,Node@launch,True,True,aten_to_aclnn
9484,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1543,46,1790085076522306.648,2.56,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076522285.115,2.772,1790085076522306648,11879879540736,Node@launch,True,True,aten_to_aclnn
9486,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1544,46,1790085076522309.828,2.7,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076522293.313,0.66,1790085076522309828,11897059409920,Node@launch,True,True,aten_to_aclnn
9488,_triton_rope,AI_VECTOR_CORE,1545,46,1790085076522479.834,12.5405,step=3,_triton_rope,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""_triton_rope""]",1790085076522462.894,3.597,1790085076522479834,11922829213696,Node@launch,True,True,triton
9490,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1546,46,1790085076522591.739,2.56,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""atb::_npu_reshape_and_cache"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076522568.672,4.038,1790085076522591739,11940009082880,Node@launch,True,True,atb
9492,ReshapeAndCacheNdKernel,AI_VECTOR_CORE,1547,46,1790085076522607.060,10.6,step=3,ReshapeCacheOperation,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""atb::_npu_reshape_and_cache"", ""ReshapeCacheOperation""]",1790085076522584.050,7.563,1790085076522607060,11961483919360,Node@launch,True,True,atb
9494,aclnnContiguous_SliceAiCore_Slice,AI_VECTOR_CORE,1548,46,1790085076522710.844,2.84,step=3,aclnnFusedInferAttentionScoreV3,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""npu::npu_fused_infer_attention_score"", ""aclnnFusedInferAttentionScoreV3""]",1790085076522683.171,2.746,1790085076522710844,12008728559616,Node@launch,True,True,torch_npu
9496,FusedInferAttentionScore,MIX_AIC,1549,46,1790085076522719.744,26.4015,step=3,aclnnFusedInferAttentionScoreV3,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""npu::npu_fused_infer_attention_score"", ""aclnnFusedInferAttentionScoreV3""]",1790085076522683.171,2.746,1790085076522719744,12030203396096,Node@launch,True,True,torch_npu
10493,MEMCPY_ASYNC,SDMA_SQE,1550,46,1790085076522746.925,1.02,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unified_attention_with_output"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076522705.505,0.991,1790085076522746925,12055973199872,AscendCL@aclnnInplaceCopy,True,False,runtime_copy
9498,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1551,46,1790085076522796.567,7.66,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076522775.954,2.298,1790085076522796567,12086037970944,Node@launch,True,True,aten_to_aclnn
9500,AddRmsNormBias,AI_VECTOR_CORE,1552,46,1790085076522847.349,15.9805,step=3,aclnnAddRmsNormBias,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""_C_ascend::npu_add_rms_norm_bias"", ""aclnnAddRmsNormBias""]",1790085076522830.478,2.728,1790085076522847349,12111807774720,Node@launch,True,True,ascend_custom_cpp
9502,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1553,46,1790085076522888.251,24.641,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076522868.652,2.28,1790085076522888251,12133282611200,Node@launch,True,True,aten_to_aclnn
9504,SwiGlu,AI_VECTOR_CORE,1554,46,1790085076522912.912,15.5605,step=3,aclnnSwiGlu,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""npu::npu_swiglu"", ""aclnnSwiGlu""]",1790085076522898.355,4.297,1790085076522912912,12159052414976,Node@launch,True,True,torch_npu
9506,aclnnMatmul_MatMulCommon_MatMulV2,AI_CORE,1555,46,1790085076522951.753,21.741,step=3,aclnnMatmul,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::matmul"", ""aclnnMatmul""]",1790085076522930.844,1.674,1790085076522951753,12180527251456,Node@launch,True,True,aten_to_aclnn
9508,AddRmsNormBias,AI_VECTOR_CORE,1556,46,1790085076523001.195,12.3605,step=3,aclnnAddRmsNormBias,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""_C_ascend::npu_add_rms_norm_bias"", ""aclnnAddRmsNormBias""]",1790085076522983.746,2.544,1790085076523001195,12206297055232,Node@launch,True,True,ascend_custom_cpp
9510,aclnnAddmm_CastAiCore_Cast,AI_VECTOR_CORE,1557,46,1790085076523045.357,1.08,step=3,aclnnAddmm,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::addmm"", ""aclnnAddmm""]",1790085076523025.318,2.301,1790085076523045357,12227771891712,Node@launch,True,True,aten_to_aclnn
9512,aclnnAddmm_MatMulCommon_MatMulV2,AI_CORE,1558,46,1790085076523049.057,8.4205,step=3,aclnnAddmm,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::unquantized_gemm"", ""aten::linear"", ""aten::addmm"", ""aclnnAddmm""]",1790085076523025.318,2.301,1790085076523049057,12236361826304,Node@launch,True,True,aten_to_aclnn
9514,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1559,46,1790085076523096.139,2.48,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076523079.737,2.292,1790085076523096139,12253541695488,Node@launch,True,True,aten_to_aclnn
9516,aclnnInplaceCopy_SliceAiCore_Slice,AI_VECTOR_CORE,1560,46,1790085076523098.659,2.52,step=3,aclnnInplaceCopy,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""aten::contiguous"", ""aten::clone"", ""aten::copy_"", ""aclnnInplaceCopy""]",1790085076523087.391,1.053,1790085076523098659,12270721564672,Node@launch,True,True,aten_to_aclnn
9518,_triton_rope,AI_VECTOR_CORE,1561,46,1790085076523270.306,12.0205,step=3,_triton_rope,"[""P09/step=3/NPUModelRunner.execute_model"", ""P09/step=3/NPUModelRunner._model_forward"", ""vllm::npu_rotary_embedding"", ""_triton_rope""]",1790085076523250.752,3.263,1790085076523270306,12296491368448,Node@launch,True,True,triton
