Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,,11219.402000000002,0,0,0,321617.9649999993,332837.25,0,0,1530.5
