Device_id,Model ID,Task ID,Stream ID,Name,Type,OP State,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID
0,4294967295,1307,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790176962995684.254	,1.100,0,1,0,NO,"""1;""",INT64;INT32,ND;ND,"""1""",INT32,ND,N/A
0,4294967295,1310,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790176962996584.770	,0.960,899.400000,1,0,NO,"""1;""",INT64;INT32,ND;ND,"""1""",INT32,ND,N/A
0,4294967295,1315,46,aclnnIndex_IndexAiCore_Index,Index,dynamic,AI_VECTOR_CORE,1790176962997452.865	,9.581,867.040000,48,0,NO,"""1;1;1;126""",INT32;INT64;INT64;INT64,ND;ND;ND;ND,"""126""",INT32,ND,N/A
0,4294967295,1316,46,aclnnInplaceCopy_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1790176962997506.227	,1.180,43.919000,1,0,NO,"""126""",INT32,ND,"""126""",INT64,ND,N/A
0,4294967295,1317,46,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1790176962997508.887	,2.600,1.570000,1,0,NO,"""126;126""",INT64;INT64,ND;ND,"""126""",INT64,ND,N/A
0,4294967295,1319,46,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1790176962997582.770	,1.260,71.150000,1,0,NO,"""1;1""",INT32;INT32,ND;ND,"""1""",INT32,ND,N/A
0,4294967295,1321,46,_compute_slot_mapping_kernel,_compute_slot_mapping_kernel,static,AI_VECTOR_CORE,1790176962998224.936	,120.145,640.990000,2,0,YES,"""2;126;1,1""",268425600;32693;INT32,ND;ND;ND,"""130""",INT64,ND,N/A
0,4294967295,1322,46,aclnnSubs_SubAiCore_Sub,Sub,dynamic,AI_VECTOR_CORE,1790176962998456.805	,1.320,111.605000,1,0,NO,"""1;""",INT32;INT32,ND;ND,"""1""",INT32,ND,N/A
0,4294967295,1324,46,aclnnIndexSelect_GatherV3AiCore_GatherV3,GatherV3,dynamic,AI_VECTOR_CORE,1790176962999647.533	,10.180,1189.430000,48,0,NO,"""32768,64;126;1""",DT_BF16;INT64;INT64,ND;ND;ND,"""126,64""",DT_BF16,ND,N/A
0,4294967295,1325,46,aclnnRepeat_TileAiCore_Tile,Tile,dynamic,AI_VECTOR_CORE,1790176962999657.733	,9.301,0.070000,42,0,NO,"""126,2,32;3""",DT_BF16;INT64,NCL;ND,"""126,2,64""",DT_BF16,ND,N/A
