Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,,15076.519999999997,0,0,0,241319.01099999953,256395.5,0,0,4979.25
