Device_id,Model ID,Task ID,Stream ID,Name,Type,OP State,Accelerator Core,Start Time(us),Duration(us),Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID
0,4294967295,1307,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790168622607648.449	,1.120,0,1,0,NO,"""1;""",INT64;INT32,ND;ND,"""1""",INT32,ND,N/A
0,4294967295,1310,46,aclnnInplaceFillScalar_FillAiCore_Fill,Fill,dynamic,AI_VECTOR_CORE,1790168622607696.091	,0.980,46.380000,1,0,NO,"""1;""",INT64;INT32,ND;ND,"""1""",INT32,ND,N/A
0,4294967295,1315,46,aclnnIndex_IndexAiCore_Index,Index,dynamic,AI_VECTOR_CORE,1790168622607813.336	,10.080,116.270000,48,0,NO,"""1;1;1;126""",INT32;INT64;INT64;INT64,ND;ND;ND;ND,"""126""",INT32,ND,N/A
0,4294967295,1316,46,aclnnInplaceCopy_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1790168622607870.638	,1.300,47.420000,1,0,NO,"""126""",INT32,ND,"""126""",INT64,ND,N/A
0,4294967295,1317,46,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1790168622607873.178	,2.480,1.200000,1,0,NO,"""126;126""",INT64;INT64,ND;ND,"""126""",INT64,ND,N/A
0,4294967295,1319,46,aclnnAdd_AddAiCore_Add,Add,dynamic,AI_VECTOR_CORE,1790168622607922.700	,1.260,47.020000,1,0,NO,"""1;1""",INT32;INT32,ND;ND,"""1""",INT32,ND,N/A
0,4294967295,1321,46,_compute_slot_mapping_kernel,_compute_slot_mapping_kernel,static,AI_VECTOR_CORE,1790168622608194.951	,120.025,270.990000,2,0,YES,"""2;126;1,1""",3247430016;32551;INT32,ND;ND;ND,"""130""",INT64,ND,N/A
0,4294967295,1322,46,aclnnSubs_SubAiCore_Sub,Sub,dynamic,AI_VECTOR_CORE,1790168622608314.996	,1.300,0.000000,1,0,NO,"""1;""",INT32;INT32,ND;ND,"""1""",INT32,ND,N/A
0,4294967295,1324,46,aclnnIndexSelect_GatherV3AiCore_GatherV3,GatherV3,dynamic,AI_VECTOR_CORE,1790168622608882.498	,12.021,566.200000,48,0,NO,"""32768,64;126;1""",DT_BF16;INT64;INT64,ND;ND;ND,"""126,64""",DT_BF16,ND,N/A
0,4294967295,1325,46,aclnnRepeat_TileAiCore_Tile,Tile,dynamic,AI_VECTOR_CORE,1790168622608899.239	,10.001,4.729000,42,0,NO,"""126,2,32;3""",DT_BF16;INT64,NCL;ND,"""126,2,64""",DT_BF16,ND,N/A
0,4294967295,1326,46,aclnnInplaceCopy_SliceAiCore_Slice,Slice,dynamic,AI_VECTOR_CORE,1790168622608946.721	,3.460,37.499000,12,0,NO,"""126,128;2;2""",DT_BF16;INT64;INT64,NCHW;ND;ND,"""126,64""",DT_BF16,NCHW,N/A
0,4294967295,1327,46,aclnnIndexSelect_GatherV3AiCore_GatherV3,GatherV3,dynamic,AI_VECTOR_CORE,1790168622608951.721	,8.141,1.540000,48,0,NO,"""32768,64;126;1""",DT_BF16;INT64;INT64,ND;ND;ND,"""126,64""",DT_BF16,ND,N/A
0,4294967295,1328,46,aclnnRepeat_TileAiCore_Tile,Tile,dynamic,AI_VECTOR_CORE,1790168622608959.882	,5.420,0.109000,42,0,NO,"""126,2,32;3""",DT_BF16;INT64,NCL;ND,"""126,2,64""",DT_BF16,ND,N/A
0,4294967295,1329,46,aclnnInplaceCopy_SliceAiCore_Slice,Slice,dynamic,AI_VECTOR_CORE,1790168622608979.942	,2.380,14.580000,12,0,NO,"""126,128;2;2""",DT_BF16;INT64;INT64,NCHW;ND;ND,"""126,64""",DT_BF16,NCHW,N/A
0,4294967295,1330,46,aclnnInplaceCopy_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1790168622609373.838	,1.160,391.370000,1,0,NO,"""126""",INT32,ND,"""126""",INT64,ND,N/A
0,4294967295,1331,46,aclnnEmbedding_GatherV2AiCore_GatherV2,GatherV2,dynamic,AI_VECTOR_CORE,1790168622609400.239	,10.141,25.340000,42,0,NO,"""151936,896;126;1""",DT_BF16;INT64;INT64,ND;ND;ND,"""126,896""",DT_BF16,ND,N/A
0,4294967295,1332,46,RmsNorm,RmsNorm,dynamic,AI_VECTOR_CORE,1790168622609542.425	,18.041,132.109000,42,0,NO,"""126,896;896""",DT_BF16;DT_BF16,ND;ND,"""126,896;126,1""",DT_BF16;FLOAT,ND;ND,N/A
0,4294967295,1333,46,aclnnAddmm_CastAiCore_Cast,Cast,dynamic,AI_VECTOR_CORE,1790168622609621.628	,1.200,61.209000,2,0,NO,"""1152""",DT_BF16,ND,"""1152""",FLOAT,ND,N/A
