Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,,15035.021000000013,0,0,0,154979.09599999987,170014.0,0,0,2425.5
