Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::argmax,,,3.31,3.63,0,0,0,0
aten::fill_,,,0.32,0.32,0,0,0,0
aten::item,,,0.187,0.4,0,0,0,0
aten::_local_scalar_dense,,,0.213,0.213,0,0,0,0
aten::select,,,5.628,6.678,0,0,0,0
aten::as_strided,,,1.05,1.05,0,0,0,0
aten::item,,,0.396,0.609,0,0,0,0
aten::_local_scalar_dense,,,0.213,0.213,0,0,0,0
aten::slice,,,0.599,0.963,0,0,0,0
aten::as_strided,,,0.364,0.364,0,0,0,0
aten::slice,,,0.548,1.185,0,0,0,0
aten::as_strided,,,0.637,0.637,0,0,0,0
aten::pin_memory,,,1.975,13.043,0,0,0,0
aten::is_pinned,,,11.068,11.068,0,0,0,0
aten::to,,,0.735,17.009,0,2.82,0,0
aten::_to_copy,,,1.731,16.274,0,2.82,0,0
aten::empty_strided,,,4.241,6.346,0,0,0,0
empty_tensor,,,2.105,2.105,0,0,0,0
aten::copy_,,,4.997,8.197,0,2.82,0,0
acl_memcpy_host_to_device,,,3.2,3.2,2.82,2.82,0,0
aten::resolve_conj,,,0.173,0.173,0,0,0,0
aten::resolve_neg,,,0.254,0.254,0,0,0,0
aten::slice,,,0.851,1.091,0,0,0,0
aten::as_strided,,,0.24,0.24,0,0,0,0
aten::resolve_conj,,,0.213,0.213,0,0,0,0
aten::resolve_neg,,,0.296,0.296,0,0,0,0
aten::slice,,,0.69,1.303,0,0,0,0
aten::as_strided,,,0.613,0.613,0,0,0,0
aten::slice,,,0.556,0.915,0,0,0,0
aten::as_strided,,,0.359,0.359,0,0,0,0
aten::index_select,,,9.009,14.915,0,12.0205,0,0
empty_tensor,,,3.118,3.118,0,0,0,0
aclnnIndexSelect,,,2.788,2.788,12.0205,12.0205,0,0
aten::view,,,2.432,2.432,0,0,0,0
aten::repeat,,,5.825,15.843,0,10.0005,0,0
empty_tensor,,,1.417,1.417,0,0,0,0
aclnnRepeat,,,8.601,8.601,10.0005,10.0005,0,0
aten::chunk,,,5.652,16.027,0,0,0,0
aten::split,,,2.624,10.375,0,0,0,0
aten::narrow,,,3.048,6.361,0,0,0,0
aten::slice,,,0.444,3.313,0,0,0,0
aten::as_strided,,,2.869,2.869,0,0,0,0
aten::narrow,,,0.473,1.39,0,0,0,0
aten::slice,,,0.324,0.917,0,0,0,0
aten::as_strided,,,0.593,0.593,0,0,0,0
aten::slice,,,0.81,1.717,0,0,0,0
aten::as_strided,,,0.907,0.907,0,0,0,0
aten::view,,,0.849,0.849,0,0,0,0
aten::expand,,,2.53,3.279,0,0,0,0
aten::as_strided,,,0.749,0.749,0,0,0,0
aten::copy_,,,3.409,6.225,0,3.4605,0,0
aclnnInplaceCopy,,,2.816,2.816,3.4605,3.4605,0,0
aten::index_select,,,2.891,7.217,0,8.1405,0,0
empty_tensor,,,3.02,3.02,0,0,0,0
aclnnIndexSelect,,,1.306,1.306,8.1405,8.1405,0,0
aten::view,,,0.663,0.663,0,0,0,0
aten::repeat,,,1.681,3.802,0,5.42,0,0
empty_tensor,,,0.975,0.975,0,0,0,0
aclnnRepeat,,,1.146,1.146,5.42,5.42,0,0
aten::chunk,,,0.489,3.873,0,0,0,0
aten::split,,,0.474,3.384,0,0,0,0
aten::narrow,,,0.487,1.355,0,0,0,0
aten::slice,,,0.278,0.868,0,0,0,0
aten::as_strided,,,0.59,0.59,0,0,0,0
aten::narrow,,,0.412,1.555,0,0,0,0
aten::slice,,,0.63,1.143,0,0,0,0
aten::as_strided,,,0.513,0.513,0,0,0,0
aten::slice,,,0.752,1.117,0,0,0,0
aten::as_strided,,,0.365,0.365,0,0,0,0
aten::view,,,0.395,0.395,0,0,0,0
aten::expand,,,0.284,0.624,0,0,0,0
aten::as_strided,,,0.34,0.34,0,0,0,0
aten::copy_,,,2.722,5.107,0,2.38,0,0
aclnnInplaceCopy,,,2.385,2.385,2.38,2.38,0,0
