Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,,7744.626999999997,0,0,0,50592.20499999964,58336.75,0,0,1039.75
