Device_id,OP Type,Core Type,Count,Total Time(us),Min Time(us),Avg Time(us),Max Time(us),Ratio(%)
0,Add,AI_VECTOR_CORE,2,16.521,7.601,8.26,8.92,68.95
0,Mul,AI_VECTOR_CORE,1,7.44,7.44,7.44,7.44,31.05
